message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just found a movie! It was amazing.","Charlie","2025-02-17 21:12:03","entertainment",0.23,"movie",37
"I just shared a meme! It was exciting.","Charlie","2025-02-17 21:12:08","humor",0.34,"meme",38
"I just found a meme! It was boring.","Charlie","2025-02-17 21:12:13","humor",0.83,"meme",35
"I just found recipe! It was funny.","Alice","2025-02-17 21:12:18","food",0.81,"recipe",34
"I just loved an app! It was exciting.","Bob","2025-02-17 21:12:23","other",0.07,"other",37
"I just found a story! It was funny.","Eve","2025-02-17 21:12:28","other",0.17,"other",35
"I just loved recipe! It was funny.","Eve","2025-02-17 21:12:33","food",0.46,"recipe",34
"I just shared travel! It was exciting.","Alice","2025-02-17 21:12:38","travel",0.02,"travel",38
"I just tried an app! It was exciting.","Eve","2025-02-17 21:12:43","other",0.97,"other",37
"I just found a story! It was amazing.","Alice","2025-02-17 21:12:48","other",0.81,"other",37
"I just saw recipe! It was boring.","Eve","2025-02-17 21:12:53","food",0.36,"recipe",33
"I just tried a movie! It was amazing.","Charlie","2025-02-17 21:12:58","entertainment",0.3,"movie",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:13:03","tech",0.59,"Python",36
"I just loved a story! It was amazing.","Eve","2025-02-17 21:13:08","other",0.77,"other",37
"I just shared an app! It was boring.","Alice","2025-02-17 21:13:13","other",0.42,"other",36
"I just found Python! It was boring.","Charlie","2025-02-17 21:13:18","tech",0.94,"Python",35
"I just saw recipe! It was exciting.","Bob","2025-02-17 21:13:23","food",0.17,"recipe",35
"I just tried a trick! It was funny.","Alice","2025-02-17 21:13:28","other",0.31,"other",35
"I just saw recipe! It was weird.","Alice","2025-02-17 21:08:53","food",0.05,"recipe",32
"I just saw travel! It was amazing.","Alice","2025-02-17 21:08:58","travel",0.26,"travel",34
"I just saw a story! It was amazing.","Bob","2025-02-17 21:09:03","other",0.86,"other",35
"I just found a story! It was exciting.","Eve","2025-02-17 21:09:08","other",0.62,"other",38
"I just found travel! It was weird.","Eve","2025-02-17 21:09:13","travel",0.22,"travel",34
"I just found a story! It was boring.","Alice","2025-02-17 21:09:18","other",0.49,"other",36
"I just loved a movie! It was boring.","Alice","2025-02-17 21:09:23","entertainment",0.17,"movie",36
"I just shared Python! It was weird.","Alice","2025-02-17 21:09:28","tech",0.98,"Python",35
"I just loved recipe! It was exciting.","Alice","2025-02-17 21:09:33","food",0.41,"recipe",37
"I just saw a story! It was amazing.","Charlie","2025-02-17 21:09:38","other",0.34,"other",35
"I just saw an app! It was exciting.","Charlie","2025-02-17 21:09:43","other",0.86,"other",35
"I just saw a meme! It was funny.","Eve","2025-02-17 21:09:48","humor",0.32,"meme",32
"I just loved a trick! It was weird.","Bob","2025-02-17 21:09:53","other",0.4,"other",35
"I just found recipe! It was boring.","Charlie","2025-02-17 21:09:58","food",0.1,"recipe",35
"I just shared Python! It was weird.","Bob","2025-02-17 21:10:03","tech",0.06,"Python",35
"I just shared a trick! It was funny.","Charlie","2025-02-17 21:10:08","other",0.25,"other",36
"I just loved Python! It was weird.","Charlie","2025-02-17 21:10:13","tech",0.48,"Python",34
"I just found a story! It was boring.","Bob","2025-02-17 21:10:18","other",0.55,"other",36
"I just tried JavaScript! It was exciting.","Eve","2025-02-17 21:10:23","tech",0.32,"JavaScript",41
"I just tried Python! It was weird.","Charlie","2025-02-17 21:10:28","tech",0.83,"Python",34
"I just found game! It was weird.","Bob","2025-02-17 21:10:33","gaming",0.54,"game",32
"I just shared JavaScript! It was amazing.","Eve","2025-02-17 21:10:38","tech",0.72,"JavaScript",41
"I just found a movie! It was boring.","Charlie","2025-02-17 21:10:43","entertainment",0.3,"movie",36
"I just found JavaScript! It was boring.","Charlie","2025-02-17 21:10:48","tech",0.03,"JavaScript",39
"I just shared Python! It was weird.","Alice","2025-02-17 21:10:53","tech",0.36,"Python",35
"I just found JavaScript! It was funny.","Eve","2025-02-17 21:10:58","tech",0.2,"JavaScript",38
"I just shared a trick! It was weird.","Charlie","2025-02-17 21:11:03","other",0.44,"other",36
"I just loved JavaScript! It was amazing.","Alice","2025-02-17 21:11:08","tech",0.73,"JavaScript",40
"I just loved recipe! It was boring.","Charlie","2025-02-17 21:11:13","food",0.92,"recipe",35
"I just saw travel! It was exciting.","Eve","2025-02-17 21:11:18","travel",0.69,"travel",35
"I just shared an app! It was amazing.","Eve","2025-02-17 21:11:23","other",0.02,"other",37
"I just tried travel! It was weird.","Charlie","2025-02-17 21:11:28","travel",0.97,"travel",34
"I just found a story! It was boring.","Charlie","2025-02-17 21:11:33","other",0.65,"other",36
"I just tried travel! It was funny.","Eve","2025-02-17 21:11:38","travel",0.49,"travel",34
"I just found Python! It was exciting.","Alice","2025-02-17 21:11:43","tech",0.6,"Python",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:11:48","tech",0.05,"Python",36
"I just saw a trick! It was weird.","Alice","2025-02-17 21:11:53","other",0.84,"other",33
"I just shared Python! It was exciting.","Eve","2025-02-17 21:11:58","tech",0.09,"Python",38
"I just found a movie! It was amazing.","Charlie","2025-02-17 21:12:03","entertainment",0.23,"movie",37
"I just shared a meme! It was exciting.","Charlie","2025-02-17 21:12:08","humor",0.34,"meme",38
"I just found a meme! It was boring.","Charlie","2025-02-17 21:12:13","humor",0.83,"meme",35
"I just found recipe! It was funny.","Alice","2025-02-17 21:12:18","food",0.81,"recipe",34
"I just loved an app! It was exciting.","Bob","2025-02-17 21:12:23","other",0.07,"other",37
"I just found a story! It was funny.","Eve","2025-02-17 21:12:28","other",0.17,"other",35
"I just loved recipe! It was funny.","Eve","2025-02-17 21:12:33","food",0.46,"recipe",34
"I just shared travel! It was exciting.","Alice","2025-02-17 21:12:38","travel",0.02,"travel",38
"I just tried an app! It was exciting.","Eve","2025-02-17 21:12:43","other",0.97,"other",37
"I just found a story! It was amazing.","Alice","2025-02-17 21:12:48","other",0.81,"other",37
"I just saw recipe! It was boring.","Eve","2025-02-17 21:12:53","food",0.36,"recipe",33
"I just tried a movie! It was amazing.","Charlie","2025-02-17 21:12:58","entertainment",0.3,"movie",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:13:03","tech",0.59,"Python",36
"I just loved a story! It was amazing.","Eve","2025-02-17 21:13:08","other",0.77,"other",37
"I just shared an app! It was boring.","Alice","2025-02-17 21:13:13","other",0.42,"other",36
"I just found Python! It was boring.","Charlie","2025-02-17 21:13:18","tech",0.94,"Python",35
"I just saw recipe! It was exciting.","Bob","2025-02-17 21:13:23","food",0.17,"recipe",35
"I just tried a trick! It was funny.","Alice","2025-02-17 21:13:28","other",0.31,"other",35
"I just shared JavaScript! It was weird.","Alice","2025-02-17 21:13:34","tech",0.95,"JavaScript",39
"I just shared recipe! It was exciting.","Bob","2025-02-17 21:13:39","food",0.65,"recipe",38
"I just found an app! It was weird.","Eve","2025-02-17 21:13:44","other",0.14,"other",34
"I just saw a story! It was funny.","Charlie","2025-02-17 21:13:49","other",0.24,"other",33
"I just saw a story! It was boring.","Bob","2025-02-17 21:13:54","other",0.68,"other",34
"I just saw recipe! It was weird.","Alice","2025-02-17 21:08:53","food",0.05,"recipe",32
"I just saw travel! It was amazing.","Alice","2025-02-17 21:08:58","travel",0.26,"travel",34
"I just saw a story! It was amazing.","Bob","2025-02-17 21:09:03","other",0.86,"other",35
"I just found a story! It was exciting.","Eve","2025-02-17 21:09:08","other",0.62,"other",38
"I just found travel! It was weird.","Eve","2025-02-17 21:09:13","travel",0.22,"travel",34
"I just found a story! It was boring.","Alice","2025-02-17 21:09:18","other",0.49,"other",36
"I just loved a movie! It was boring.","Alice","2025-02-17 21:09:23","entertainment",0.17,"movie",36
"I just shared Python! It was weird.","Alice","2025-02-17 21:09:28","tech",0.98,"Python",35
"I just loved recipe! It was exciting.","Alice","2025-02-17 21:09:33","food",0.41,"recipe",37
"I just saw a story! It was amazing.","Charlie","2025-02-17 21:09:38","other",0.34,"other",35
"I just saw an app! It was exciting.","Charlie","2025-02-17 21:09:43","other",0.86,"other",35
"I just saw a meme! It was funny.","Eve","2025-02-17 21:09:48","humor",0.32,"meme",32
"I just loved a trick! It was weird.","Bob","2025-02-17 21:09:53","other",0.4,"other",35
"I just found recipe! It was boring.","Charlie","2025-02-17 21:09:58","food",0.1,"recipe",35
"I just shared Python! It was weird.","Bob","2025-02-17 21:10:03","tech",0.06,"Python",35
"I just shared a trick! It was funny.","Charlie","2025-02-17 21:10:08","other",0.25,"other",36
"I just loved Python! It was weird.","Charlie","2025-02-17 21:10:13","tech",0.48,"Python",34
"I just found a story! It was boring.","Bob","2025-02-17 21:10:18","other",0.55,"other",36
"I just tried JavaScript! It was exciting.","Eve","2025-02-17 21:10:23","tech",0.32,"JavaScript",41
"I just tried Python! It was weird.","Charlie","2025-02-17 21:10:28","tech",0.83,"Python",34
"I just found game! It was weird.","Bob","2025-02-17 21:10:33","gaming",0.54,"game",32
"I just shared JavaScript! It was amazing.","Eve","2025-02-17 21:10:38","tech",0.72,"JavaScript",41
"I just found a movie! It was boring.","Charlie","2025-02-17 21:10:43","entertainment",0.3,"movie",36
"I just found JavaScript! It was boring.","Charlie","2025-02-17 21:10:48","tech",0.03,"JavaScript",39
"I just shared Python! It was weird.","Alice","2025-02-17 21:10:53","tech",0.36,"Python",35
"I just found JavaScript! It was funny.","Eve","2025-02-17 21:10:58","tech",0.2,"JavaScript",38
"I just shared a trick! It was weird.","Charlie","2025-02-17 21:11:03","other",0.44,"other",36
"I just loved JavaScript! It was amazing.","Alice","2025-02-17 21:11:08","tech",0.73,"JavaScript",40
"I just loved recipe! It was boring.","Charlie","2025-02-17 21:11:13","food",0.92,"recipe",35
"I just saw travel! It was exciting.","Eve","2025-02-17 21:11:18","travel",0.69,"travel",35
"I just shared an app! It was amazing.","Eve","2025-02-17 21:11:23","other",0.02,"other",37
"I just tried travel! It was weird.","Charlie","2025-02-17 21:11:28","travel",0.97,"travel",34
"I just found a story! It was boring.","Charlie","2025-02-17 21:11:33","other",0.65,"other",36
"I just tried travel! It was funny.","Eve","2025-02-17 21:11:38","travel",0.49,"travel",34
"I just found Python! It was exciting.","Alice","2025-02-17 21:11:43","tech",0.6,"Python",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:11:48","tech",0.05,"Python",36
"I just saw a trick! It was weird.","Alice","2025-02-17 21:11:53","other",0.84,"other",33
"I just shared Python! It was exciting.","Eve","2025-02-17 21:11:58","tech",0.09,"Python",38
"I just found a movie! It was amazing.","Charlie","2025-02-17 21:12:03","entertainment",0.23,"movie",37
"I just shared a meme! It was exciting.","Charlie","2025-02-17 21:12:08","humor",0.34,"meme",38
"I just found a meme! It was boring.","Charlie","2025-02-17 21:12:13","humor",0.83,"meme",35
"I just found recipe! It was funny.","Alice","2025-02-17 21:12:18","food",0.81,"recipe",34
"I just loved an app! It was exciting.","Bob","2025-02-17 21:12:23","other",0.07,"other",37
"I just found a story! It was funny.","Eve","2025-02-17 21:12:28","other",0.17,"other",35
"I just loved recipe! It was funny.","Eve","2025-02-17 21:12:33","food",0.46,"recipe",34
"I just shared travel! It was exciting.","Alice","2025-02-17 21:12:38","travel",0.02,"travel",38
"I just tried an app! It was exciting.","Eve","2025-02-17 21:12:43","other",0.97,"other",37
"I just found a story! It was amazing.","Alice","2025-02-17 21:12:48","other",0.81,"other",37
"I just saw recipe! It was boring.","Eve","2025-02-17 21:12:53","food",0.36,"recipe",33
"I just tried a movie! It was amazing.","Charlie","2025-02-17 21:12:58","entertainment",0.3,"movie",37
"I just tried Python! It was amazing.","Alice","2025-02-17 21:13:03","tech",0.59,"Python",36
"I just loved a story! It was amazing.","Eve","2025-02-17 21:13:08","other",0.77,"other",37
"I just shared an app! It was boring.","Alice","2025-02-17 21:13:13","other",0.42,"other",36
"I just found Python! It was boring.","Charlie","2025-02-17 21:13:18","tech",0.94,"Python",35
"I just saw recipe! It was exciting.","Bob","2025-02-17 21:13:23","food",0.17,"recipe",35
"I just tried a trick! It was funny.","Alice","2025-02-17 21:13:28","other",0.31,"other",35
"I just shared JavaScript! It was weird.","Alice","2025-02-17 21:13:34","tech",0.95,"JavaScript",39
"I just shared recipe! It was exciting.","Bob","2025-02-17 21:13:39","food",0.65,"recipe",38
"I just found an app! It was weird.","Eve","2025-02-17 21:13:44","other",0.14,"other",34
"I just saw a story! It was funny.","Charlie","2025-02-17 21:13:49","other",0.24,"other",33
"I just saw a story! It was boring.","Bob","2025-02-17 21:13:54","other",0.68,"other",34
"I just shared a movie! It was boring.","Eve","2025-02-17 21:13:59","entertainment",0.37,"movie",37
"I just loved an app! It was weird.","Charlie","2025-02-17 21:14:04","other",0.89,"other",34
"I just tried game! It was weird.","Alice","2025-02-17 21:14:09","gaming",0.53,"game",32
"I just loved travel! It was boring.","Charlie","2025-02-17 21:14:14","travel",0.86,"travel",35
"I just found recipe! It was boring.","Alice","2025-02-17 21:14:19","food",0.09,"recipe",35
"I just saw Python! It was amazing.","Charlie","2025-02-17 21:14:24","tech",0.13,"Python",34
"I just found a trick! It was exciting.","Eve","2025-02-17 21:14:29","other",0.1,"other",38
"I just tried Python! It was funny.","Charlie","2025-02-17 21:14:34","tech",0.84,"Python",34
"I just tried recipe! It was boring.","Alice","2025-02-17 21:14:39","food",0.2,"recipe",35
"I just saw JavaScript! It was exciting.","Eve","2025-02-17 21:14:44","tech",0.23,"JavaScript",39
"I just shared an app! It was amazing.","Alice","2025-02-17 21:14:49","other",0.46,"other",37
"I just saw a movie! It was amazing.","Eve","2025-02-17 21:14:54","entertainment",0.04,"movie",35
"I just shared an app! It was weird.","Charlie","2025-02-17 21:14:59","other",0.23,"other",35
"I just shared recipe! It was weird.","Bob","2025-02-17 21:15:04","food",0.67,"recipe",35
"I just shared a trick! It was boring.","Charlie","2025-02-17 21:15:09","other",0.95,"other",37
"I just loved recipe! It was amazing.","Bob","2025-02-17 21:15:14","food",0.01,"recipe",36
"I just found a meme! It was exciting.","Eve","2025-02-17 21:15:19","humor",0.85,"meme",37
"I just loved travel! It was exciting.","Bob","2025-02-17 21:15:24","travel",0.72,"travel",37
"I just saw Python! It was boring.","Charlie","2025-02-17 21:15:29","tech",0.46,"Python",33
"I just shared a movie! It was amazing.","Bob","2025-02-17 21:15:34","entertainment",0.16,"movie",38
"I just found recipe! It was exciting.","Eve","2025-02-17 21:15:39","food",0.28,"recipe",37
"I just loved recipe! It was weird.","Bob","2025-02-17 21:15:44","food",0.41,"recipe",34
"I just found a movie! It was weird.","Charlie","2025-02-17 21:15:49","entertainment",0.31,"movie",35
"I just shared a meme! It was boring.","Eve","2025-02-17 21:15:54","humor",0.1,"meme",36
"I just tried Python! It was boring.","Eve","2025-02-17 21:15:59","tech",0.09,"Python",35
"I just shared Python! It was exciting.","Charlie","2025-02-17 21:16:04","tech",0.8,"Python",38
"I just found a trick! It was weird.","Eve","2025-02-17 21:16:09","other",0.29,"other",35
"I just loved a movie! It was exciting.","Charlie","2025-02-17 21:16:14","entertainment",0.93,"movie",38
"I just found a movie! It was boring.","Eve","2025-02-17 21:16:19","entertainment",0.63,"movie",36
"I just shared Python! It was funny.","Charlie","2025-02-17 21:16:24","tech",0.63,"Python",35
"I just loved Python! It was amazing.","Bob","2025-02-17 21:16:29","tech",0.65,"Python",36
"I just tried Python! It was exciting.","Bob","2025-02-17 21:16:34","tech",0.76,"Python",37
"I just loved a meme! It was boring.","Charlie","2025-02-17 21:16:39","humor",0.65,"meme",35
"I just loved an app! It was weird.","Charlie","2025-02-17 21:16:44","other",0.1,"other",34
"I just loved game! It was amazing.","Bob","2025-02-17 21:16:49","gaming",0.55,"game",34
"I just loved JavaScript! It was exciting.","Bob","2025-02-17 21:16:54","tech",0.34,"JavaScript",41
"I just found recipe! It was boring.","Bob","2025-02-17 21:16:59","food",0.24,"recipe",35
"I just found travel! It was amazing.","Alice","2025-02-17 21:17:04","travel",0.87,"travel",36
"I just found game! It was weird.","Bob","2025-02-17 21:17:09","gaming",1.0,"game",32
"I just loved a movie! It was weird.","Bob","2025-02-17 21:17:14","entertainment",0.93,"movie",35
"I just shared JavaScript! It was funny.","Eve","2025-02-17 21:17:19","tech",0.43,"JavaScript",39
"I just shared a story! It was boring.","Alice","2025-02-17 21:17:24","other",0.32,"other",37
"I just saw an app! It was weird.","Bob","2025-02-17 21:17:29","other",0.46,"other",32
"I just found game! It was weird.","Alice","2025-02-17 21:17:34","gaming",0.43,"game",32
"I just saw an app! It was amazing.","Charlie","2025-02-17 21:17:39","other",0.04,"other",34
"I just saw a story! It was exciting.","Charlie","2025-02-17 21:17:44","other",0.31,"other",36
"I just shared a trick! It was weird.","Charlie","2025-02-17 21:17:49","other",0.03,"other",36
"I just found an app! It was funny.","Eve","2025-02-17 21:17:54","other",0.03,"other",34
"I just found Python! It was amazing.","Bob","2025-02-17 21:17:59","tech",0.68,"Python",36
"I just saw a trick! It was boring.","Bob","2025-02-17 21:18:04","other",0.32,"other",34
"I just found JavaScript! It was boring.","Bob","2025-02-17 21:18:09","tech",0.07,"JavaScript",39
"I just found Python! It was boring.","Eve","2025-02-17 21:18:14","tech",0.26,"Python",35
"I just loved a trick! It was boring.","Eve","2025-02-17 21:18:19","other",1.0,"other",36
"I just found a movie! It was funny.","Bob","2025-02-17 21:18:24","entertainment",0.6,"movie",35
"I just loved a movie! It was boring.","Charlie","2025-02-17 21:18:29","entertainment",0.03,"movie",36
"I just loved an app! It was funny.","Eve","2025-02-17 21:18:34","other",0.08,"other",34
"I just shared recipe! It was weird.","Bob","2025-02-17 21:18:39","food",0.24,"recipe",35
"I just found travel! It was exciting.","Alice","2025-02-17 21:18:44","travel",0.72,"travel",37
"I just tried travel! It was amazing.","Charlie","2025-02-17 21:18:49","travel",0.28,"travel",36
"I just saw an app! It was weird.","Alice","2025-02-17 21:18:54","other",0.69,"other",32
"I just saw an app! It was boring.","Alice","2025-02-17 21:18:59","other",0.46,"other",33
"I just tried an app! It was funny.","Alice","2025-02-17 21:19:04","other",0.69,"other",34
"I just shared travel! It was amazing.","Eve","2025-02-17 21:56:52","travel",0.54,"travel",37
"I just shared travel! It was funny.","Bob","2025-02-17 21:56:57","travel",0.92,"travel",35
"I just loved a story! It was exciting.","Charlie","2025-02-17 21:57:02","other",0.44,"other",38
"I just shared recipe! It was boring.","Charlie","2025-02-17 21:57:07","food",0.1,"recipe",36
"I just saw a movie! It was exciting.","Alice","2025-02-17 21:57:12","entertainment",0.91,"movie",36
"I just loved recipe! It was boring.","Bob","2025-02-17 21:57:17","food",0.89,"recipe",35
"I just shared an app! It was weird.","Charlie","2025-02-17 21:57:22","other",0.99,"other",35
"I just found JavaScript! It was boring.","Bob","2025-02-17 21:57:27","tech",0.59,"JavaScript",39
"I just saw travel! It was weird.","Bob","2025-02-17 21:57:32","travel",0.85,"travel",32
"I just tried recipe! It was boring.","Alice","2025-02-17 21:57:37","food",0.15,"recipe",35
"I just shared a trick! It was boring.","Charlie","2025-02-17 21:57:42","other",0.47,"other",37
"I just loved travel! It was exciting.","Eve","2025-02-17 21:57:47","travel",0.49,"travel",37
"I just loved a movie! It was exciting.","Alice","2025-02-17 21:57:52","entertainment",0.58,"movie",38
"I just saw game! It was weird.","Eve","2025-02-17 21:57:57","gaming",0.87,"game",30
"I just saw a movie! It was weird.","Alice","2025-02-17 21:58:02","entertainment",0.92,"movie",33
"I just found recipe! It was weird.","Bob","2025-02-17 21:58:07","food",0.86,"recipe",34
"I just saw recipe! It was amazing.","Bob","2025-02-17 21:58:12","food",0.28,"recipe",34
"I just loved game! It was boring.","Alice","2025-02-17 21:58:17","gaming",0.48,"game",33
"I just tried recipe! It was boring.","Alice","2025-02-17 21:58:22","food",0.3,"recipe",35
"I just shared a meme! It was exciting.","Alice","2025-02-17 21:58:27","humor",0.78,"meme",38
"I just shared JavaScript! It was boring.","Charlie","2025-02-17 21:58:32","tech",0.1,"JavaScript",40
"I just shared travel! It was boring.","Alice","2025-02-17 21:58:37","travel",0.8,"travel",36
"I just tried travel! It was weird.","Bob","2025-02-17 21:58:42","travel",0.22,"travel",34
"I just tried JavaScript! It was exciting.","Bob","2025-02-17 21:58:47","tech",0.6,"JavaScript",41
"I just saw a trick! It was funny.","Bob","2025-02-17 21:58:52","other",0.97,"other",33
"I just saw game! It was boring.","Bob","2025-02-17 21:58:57","gaming",0.72,"game",31
"I just loved a meme! It was weird.","Alice","2025-02-17 21:59:02","humor",0.76,"meme",34
"I just shared JavaScript! It was exciting.","Bob","2025-02-17 21:59:07","tech",0.13,"JavaScript",42
"I just tried game! It was weird.","Bob","2025-02-17 21:59:12","gaming",0.27,"game",32
"I just found a trick! It was amazing.","Bob","2025-02-17 21:59:17","other",0.18,"other",37
"I just shared game! It was funny.","Eve","2025-02-17 21:59:22","gaming",0.05,"game",33
"I just shared travel! It was boring.","Bob","2025-02-17 21:59:27","travel",0.04,"travel",36
"I just tried a trick! It was amazing.","Bob","2025-02-17 21:59:32","other",0.71,"other",37
"I just tried a meme! It was exciting.","Charlie","2025-02-17 21:59:37","humor",0.24,"meme",37
"I just found a meme! It was amazing.","Charlie","2025-02-17 21:59:42","humor",0.38,"meme",36
"I just shared game! It was boring.","Eve","2025-02-17 21:59:47","gaming",0.45,"game",34
"I just loved a story! It was weird.","Bob","2025-02-17 21:59:52","other",0.7,"other",35
"I just shared travel! It was boring.","Eve","2025-02-17 21:59:57","travel",0.91,"travel",36
"I just saw a movie! It was exciting.","Bob","2025-02-17 22:00:02","entertainment",0.15,"movie",36
"I just saw travel! It was exciting.","Alice","2025-02-17 22:00:07","travel",0.42,"travel",35
"I just shared a story! It was funny.","Eve","2025-02-17 22:00:12","other",0.31,"other",36
"I just found Python! It was exciting.","Charlie","2025-02-17 22:00:17","tech",0.47,"Python",37
"I just saw a movie! It was amazing.","Charlie","2025-02-17 22:00:22","entertainment",0.16,"movie",35
"I just saw a movie! It was funny.","Eve","2025-02-17 22:00:27","entertainment",0.01,"movie",33
"I just saw JavaScript! It was amazing.","Eve","2025-02-17 22:00:32","tech",0.62,"JavaScript",38
"I just loved travel! It was funny.","Eve","2025-02-17 22:00:37","travel",0.04,"travel",34
"I just saw JavaScript! It was weird.","Charlie","2025-02-17 22:00:42","tech",0.42,"JavaScript",36
"I just shared a trick! It was amazing.","Alice","2025-02-17 22:00:47","other",0.8,"other",38
"I just tried Python! It was funny.","Alice","2025-02-17 22:00:52","tech",0.17,"Python",34
"I just shared a trick! It was exciting.","Alice","2025-02-17 22:00:57","other",0.0,"other",39
"I just loved a movie! It was funny.","Alice","2025-02-17 22:01:02","entertainment",0.24,"movie",35
"I just found a movie! It was amazing.","Eve","2025-02-17 22:01:07","entertainment",0.45,"movie",37
"I just tried a trick! It was boring.","Bob","2025-02-17 22:01:12","other",0.49,"other",36
"I just shared game! It was funny.","Alice","2025-02-17 22:01:17","gaming",0.07,"game",33
"I just loved a trick! It was weird.","Charlie","2025-02-17 22:01:22","other",0.68,"other",35
"I just tried recipe! It was amazing.","Bob","2025-02-17 22:01:27","food",0.74,"recipe",36
"I just loved a movie! It was amazing.","Eve","2025-02-17 22:01:32","entertainment",0.69,"movie",37
"I just tried a trick! It was funny.","Charlie","2025-02-17 22:01:37","other",0.81,"other",35
"I just loved a story! It was boring.","Bob","2025-02-17 22:01:42","other",0.77,"other",36
"I just found a movie! It was weird.","Eve","2025-02-17 22:01:47","entertainment",0.02,"movie",35
"I just saw JavaScript! It was weird.","Eve","2025-02-17 22:01:52","tech",0.61,"JavaScript",36
"I just found game! It was exciting.","Alice","2025-02-17 22:01:57","gaming",0.39,"game",35
"I just loved a story! It was weird.","Eve","2025-02-17 22:02:02","other",0.74,"other",35
"I just found an app! It was amazing.","Charlie","2025-02-17 22:02:07","other",0.32,"other",36
"I just loved game! It was exciting.","Eve","2025-02-17 22:02:12","gaming",0.1,"game",35
"I just saw Python! It was exciting.","Alice","2025-02-17 22:02:17","tech",0.86,"Python",35
"I just found a trick! It was boring.","Eve","2025-02-17 22:02:22","other",0.5,"other",36
"I just saw a movie! It was weird.","Bob","2025-02-17 22:02:27","entertainment",0.0,"movie",33
"I just found a meme! It was weird.","Bob","2025-02-17 22:02:32","humor",0.47,"meme",34
"I just shared a trick! It was boring.","Charlie","2025-02-17 22:02:37","other",0.56,"other",37
"I just found game! It was boring.","Charlie","2025-02-17 22:02:42","gaming",0.17,"game",33
"I just found Python! It was amazing.","Eve","2025-02-17 22:02:47","tech",0.79,"Python",36
"I just saw a meme! It was funny.","Alice","2025-02-17 22:02:52","humor",0.64,"meme",32
"I just loved game! It was funny.","Bob","2025-02-17 22:02:57","gaming",0.43,"game",32
"I just loved Python! It was weird.","Bob","2025-02-17 22:03:02","tech",0.36,"Python",34
"I just tried a meme! It was boring.","Charlie","2025-02-17 22:03:07","humor",0.6,"meme",35
"I just shared a meme! It was amazing.","Alice","2025-02-17 22:03:12","humor",0.72,"meme",37
"I just tried JavaScript! It was boring.","Bob","2025-02-17 22:03:17","tech",0.16,"JavaScript",39
"I just shared Python! It was funny.","Charlie","2025-02-17 22:03:22","tech",0.51,"Python",35
"I just found JavaScript! It was weird.","Eve","2025-02-17 22:03:27","tech",0.15,"JavaScript",38
"I just loved an app! It was amazing.","Charlie","2025-02-17 22:03:32","other",0.65,"other",36
"I just loved a meme! It was weird.","Bob","2025-02-17 22:03:37","humor",0.18,"meme",34
"I just shared a trick! It was exciting.","Alice","2025-02-17 22:03:42","other",0.92,"other",39
"I just tried Python! It was exciting.","Bob","2025-02-17 22:03:47","tech",0.29,"Python",37
"I just found a movie! It was weird.","Charlie","2025-02-17 22:03:52","entertainment",0.81,"movie",35
